,ERR4301269,ERR4303136,ERR4303137,ERR4303138,ERR4303139,ERR4303140,ERR4303147,ERR4303148,ERR4303149,ERR4303150,ERR4303151,ERR4303152,ERR4303154,ERR4303155,ERR4303156,ERR4303157,ERR4303158,ERR4303159,ERR4303160,ERR4303161,ERR4303162,ERR4303163,ERR4303164,ERR4303165,ERR4303169,ERR4303170,ERR4303171,ERR4303172,ERR4303194,ERR4303195,ERR4303196,ERR4303197,ERR4303198,ERR4303199,ERR4303200,ERR4303201,ERR4303202,ERR4303216,ERR4303217,ERR4303218,ERR4303219,ERR4303221,ERR4303222,ERR4304397,ERR4304450,ERR4304451,ERR4304452,ERR4304454,ERR4304455,ERR4304456,ERR4304504,ERR4304505,ERR4304580,ERR4304669,ERR4304808,ERR4336989,ERR4647691,ERR4647692,ERR4647693,ERR4647694,ERR4647695,ERR4647696,ERR4647697,ERR4647698,ERR4647699,ERR4647712,ERR4647713,ERR4647716,ERR4835842,ERR4835843,ERR4835845,ERR4835846,ERR4835847,ERR4835848,ERR4835849,ERR4835850,ERR4835851,ERR4835852,ERR4835853,ERR4835854,ERR4835855,ERR4835856,ERR4835857,ERR4835858,ERR4835859,ERR4835860,ERR4835861,ERR4835862,ERR4835863,ERR4835864,ERR4835866,ERR4835867,ERR4835868,ERR4835869,ERR4835870,ERR4835871,ERR4835932,ERR4835933,ERR4835934,ERR4835935,ERR4835989,ERR4835990,ERR4835991,ERR4835992,ERR4835993,ERR4835994,ERR4835995,ERR4835996,ERR4836027,ERR4836028,ERR4836036,ERR4836037,ERR4836884,ERR4836885,ERR4836886,ERR4836887,ERR4836888,ERR4836889,ERR4836908,ERR4836909,ERR4836910,ERR4836911,ERR4836912,ERR4836913,ERR4836914,ERR4836915,ERR4836916,ERR4836917,ERR4836918,ERR4836919,ERR4836920,ERR4836921,ERR4836922,ERR4836923,ERR4836924,ERR4836925,ERR4836926,ERR4836927,ERR4836928,ERR4836929,ERR4836930,ERR4836932,ERR4836933,ERR4836934,ERR4836935,ERR4836936,ERR4836937,ERR4836938,ERR4836939,ERR4836940,ERR4836941,ERR4836942,ERR4836944,ERR4836945,ERR4836946,ERR4836947,ERR4836948,ERR4836949,ERR4836950,ERR4836951,ERR4836953,ERR4836954,ERR4836956,ERR4836957,ERR4836958,ERR4836959,ERR4836960,ERR4836961,ERR4836962,ERR4836963,ERR4836964,ERR4836965,ERR4836966,ERR4968552,ERR4968553,ERR4968554,ERR4968555,ERR4968556,ERR4968557,ERR4968558,ERR4968559,ERR4968560,ERR4968562,ERR4968563,ERR4968564,ERR4968565,ERR4968566,ERR4968567,ERR4968568,ERR4968569,ERR4968570,ERR4968571,ERR4968572,ERR4968574,ERR4968575,ERR4968576,ERR4968577,ERR4968578,ERR4968579,ERR4968580,ERR4968581,ERR4968582,ERR4968584,ERR4968585,ERR4968586,ERR4968587,ERR4968588,ERR4968589,ERR4968590,ERR4968592,ERR4968593,ERR4968594,ERR4968595,ERR4968596,ERR4968597,ERR4968598,ERR4968599,ERR4968600,ERR4968601,ERR4968602,ERR4968603,ERR4968604,ERR4968605,ERR4968606,ERR4968608,ERR4968671,ERR4968673,ERR4968678,ERR4968681,ERR4968687,ERR4968704,ERR4968705,ERR4968711,ERR4968712,ERR4969053,ERR4969151,ERR4992195,ERR4992208,ERR4993373,ERR4993378,ERR4993381,ERR4993382,ERR4993662
ERR4969053_bin.55,12003,0,44726,90192,0,0,41241,141274,67287,0,62262,36528,0,41178,0,2090619,33287,0,160282,142290,488242,582692,242767,242767,0,532801,34961,476691,141541,0,326268,248719,29190,0,322977,0,145545,101898,0,857888,974481,0,21841,188263,0,0,104206,99926,0,394697,648604,117747,2728580,26613,326806,665685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134987,29144,18671,0,236896,0,13525,13096,0,0,0,21501,0,25548,26720,37009,0,16102,15300,60709,21169,93057,0,23898,0,22941,0,62504,50610,0,902943,10677,191235,1183133,357784,45892,93425,314074,0,0,324378,69145,131806,57007,59722,112125,73042,22983,0,0,0,0,18109,0,0,0,29220,0,62051,0,0,21634,37224,74331,0,0,0,19757,10931,346755,34914,0,15766,141785,0,48016,0,76833,0,0,180578,0,0,0,161986,14979,33289,0,0,0,0,86469,0,64532,0,0,174153,22375,74205,89452,105926,25886,0,0,0,27281,0,0,0,11810,0,0,0,0,0,41680,0,90200,0,54441,22308,37711,12345,0,200907,22138,58603,13995,0,524032,149378,26359,0,0,21554,0,0,38809,0,19695,0,27799,0,45991,14660,0,24842,18824,100731,41814,0,0,254218,30458,0,143587,50573,0,93652,97208,252751,0,53972,1068426,40712,1250720,46712,40383,0,35084,480143,409500
ERR4303172bin.39,0,0,43345,10399,0,85588,219004,31441,23956,0,108992,124797,0,56968,0,4536774,36329,0,1012787,39426,0,393901,0,268314,0,523215,4473323,802215,280975,0,441494,50355,15321,2924386,924459,38027,766873,0,0,108998,65109,303651,145724,0,1381846,0,159918,33950,51333,0,5569572,70922,107046,0,76629,1064823,0,0,0,0,0,0,0,0,0,0,0,0,0,19869,0,12735,25930,0,478687,0,0,0,29766,323140,0,696731,17606,14412,14714,44847,142376,81879,411577,580436,80470,32461,0,0,0,0,16437,499516,46631,16898,185698,66333,33365,28662,132972,279739,0,0,74571,12859,49304,532657,18139,410665,424447,119446,336075,0,0,0,0,0,0,27940,0,0,0,0,62536,0,0,115622,60646,74376,43060,37716,81746,10662,0,0,33264,120119,0,34438,74726,0,0,0,34493,0,0,32199,16292,0,0,52106,0,23358,0,0,0,120653,121368,0,68646,0,0,54739,0,220628,178119,244251,12935,0,0,0,57821,0,0,0,0,53248,17583,0,0,69071,388155,0,140047,11634,0,135955,1265618,0,363825,47467,48629,23866,0,27527,503507,10077,269530,9555,0,12660,296957,0,20992,0,0,18773,12514,0,194214,19823,0,14078,29018,0,0,12429,0,677197,26034,0,35496,0,169536,370122,32255,29378,176519,17150,3814907,0,0,107248,127372,18855,0,865663,66188
ERR4304450_ERR4303136_ERR4303150bin.29,16336,0,28739,45441,0,0,26152,0,0,0,0,0,0,20311,15399,0,0,0,0,0,0,612387,0,29452,0,0,136066,0,0,0,122008,0,0,0,92539,0,52342,0,0,0,1287541,0,0,0,2333683,0,68062,0,209817,128352,0,29800,0,11881,0,29793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58296,0,0,0,0,0,0,0,0,0,0,0,0,0,29538,67464,0,67927,23655,0,83413,0,16558,432914,0,0,0,25821,0,0,0,0,0,308999,0,32133,23555,49071,0,0,148536,18625,0,109096,0,152874,168839,43837,0,0,0,0,0,0,0,36786,13605,18794,8013,0,25658,52989,0,0,0,331027,0,12902,0,0,107093,0,0,0,0,0,0,0,0,0,134082,0,0,0,0,0,0,0,0,0,0,36861,0,32584,0,0,38593,0,91175,0,81195,33661,0,0,0,0,0,45049,0,0,0,0,0,0,65440,11203,0,0,0,0,0,0,17283,0,465822,38797,85804,0,33237,0,0,17126,14973,0,0,0,0,160509,0,55816,0,0,0,0,0,0,21359,14443,0,0,0,0,0,42653,16280,0,35786,790858,73387,77810,0,16757,94474,0,55146,0,20121,59950,0,41946,191232,0
ERR4836887_bin.35,24794,426965,26452,22906,0,0,41780,46768,64135,0,0,61715,0,9778,393631,0,72771,289055,0,59548,105406,344264,171992,97436,0,136923,69790,184651,190881,0,212722,164423,30805,0,20461,640251,53559,9478,0,67883,897962,346040,371354,159916,192212,0,134453,14663,248507,878720,1275302,73157,0,279035,48404,140388,0,0,0,0,0,0,0,0,0,0,0,0,0,132460,0,183679,276514,16600,7356,0,0,145750,13384,64058,0,6581,54802,295011,57635,13963,118865,267526,885855,51160,143437,78885,284967,187556,33286,0,24273,477936,15592,0,114183,47373,325066,10486,60638,303019,49577,71932,9583,0,25079,129759,36435,0,675029,1225597,30266,506730,23277,0,5247,0,15947,80793,7389,0,26414,8855,55196,139192,0,60375,61954,50990,247713,20529,742091,16366,33699,0,234871,59941,159305,8830,634484,74959,31973,22125,92174,8759,19772,250151,683637,26960,0,10653,54295,19377,194081,0,0,0,226629,1770891,130490,6721,21399,88012,217983,506336,308942,177586,43152,8637,0,12360,12055,18767,0,0,0,80192,0,0,0,59167,45544,44170,60375,110209,11983,15126,9237,8808,50302,42588,23748,83698,0,22512,135938,26396,11773,7386,0,0,0,0,8601,0,42163,0,124295,0,42596,434785,0,34750,8481,134479,0,0,0,197847,109130,69782,6464,189814,794687,426957,1030203,54737,0,34175,0,260528,0,61315,60924,0,17358,169008,199267
ERR4836925_bin.17,0,0,0,126311,0,0,72214,0,267845,0,0,9566,0,95192,0,0,0,0,0,0,0,26274,0,0,0,34305,0,0,337900,0,1592243,0,45295,0,0,0,0,0,0,0,0,0,0,403718,15337,0,228489,154033,120995,0,0,378626,23323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22647,0,0,167151,0,0,0,0,0,9845,0,0,124529,124033,0,0,84611,162013,0,0,92178,0,0,1341269,106312,0,0,0,0,62606,12899,0,0,294929,0,211694,0,0,0,0,0,0,0,0,0,97927,0,0,196211,31694,0,0,0,0,34765,0,0,0,0,43433,14764,0,54467,39654,12211,23054,241580,73128,1347386,0,0,0,42121,0,0,0,0,0,11550,0,0,0,40945,0,6329,0,17032,0,0,0,10264,0,0,446212,0,0,15541,0,29045,17345,50532,918926,0,0,0,0,0,0,0,0,0,0,52005,0,0,0,0,52574,0,0,0,0,0,0,0,0,0,0,625452,0,27070,0,0,0,0,0,6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21924,123848,0,0,80628,0,143372,0,550222,0,47178,248014,0,28779,0,0
ERR4836925_bin.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13741,0,8641,0,15970,0,0,0,0,0,0,0,0,0,0,0,0,0,28931,0,0,0,29639,0,16303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7947,0,0,0,0,0,0,0,96745,0,0,0,0,0,0,34177
ERR4968593_bin.27,6093,0,14671,0,0,110664,0,14428,80781,0,34944,21353,0,0,0,0,25557,0,0,48405,63639,0,76871,0,0,65347,204745,0,31164,0,0,8494,0,0,18885,0,30631,50897,18710,70879,98005,91129,60128,372001,0,0,59770,15738,195513,71715,494768,28639,10490,19165,74262,78458,0,0,0,0,0,0,0,0,0,0,0,0,6988,56472,0,51536,126561,0,0,0,0,6909,22211,0,0,0,0,5866,13544,0,13403,0,11774,36269,0,20883,0,46454,31045,0,11840,0,14091,209804,53217,0,10093,35982,0,0,24626,31248,61804,0,0,85784,46076,0,47782,143607,63676,29059,21593,0,0,0,0,0,0,0,0,0,0,0,0,14379,14218,9484,29098,0,0,0,6414,0,0,5954,0,0,192052,0,13633,9670,10569,0,5854,13942,0,0,0,38918,5563,0,11807,0,0,0,25862,0,0,0,0,23387,35217,66998,28460,23997,78986,9453,0,0,0,0,0,0,13575,7604,15381,0,10864,0,0,0,11655,0,0,0,5651,11238,16220,70396,13775,11231,10559,0,0,57426,7680,0,21347,0,0,0,15348,0,178527,0,39702,0,6368,54257,0,6571,25680,85271,0,0,0,14078,17846,6118,0,17370,0,35020,173061,54907,0,14693,543541,23638,0,70026,66024,341931,58097,80597,634877
ERR4835932_bin.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927696,9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209658,0,0,10798,1105014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8883,0,0,0,0,1056176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4304454bin.101,0,0,18847,0,0,0,0,0,0,0,0,0,0,0,0,0,13738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80753,0,0,0,43299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18742,0,0,0,0,0,0,0,0,0,0,0,23042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8667,13873,0,0,0,0,0,8770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910,0,0,0,0,0,9409,0,0,0,0,5005,0,0,0,0,9461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35503,0,0,0,0,0,0,0,0,4869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42008
ERR4304454bin.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93504,0,0,0,0,0,0,0,0,0,0,0,0,0,103216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4304454bin.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54463,0,0,0,0,0,0,0,0,0
ERR4992208_bin.47,0,0,19993,23299,0,0,30282,36120,0,0,36405,67884,0,39850,32125,0,37502,61729,541700,137507,85093,0,66715,124889,0,46155,0,58877,59117,0,372526,139071,49848,0,72544,0,175599,41431,124036,159384,45613,221398,101505,238233,0,0,85450,66015,382736,87137,637599,106164,79497,22137,76999,287125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359712,145778,0,0,0,0,125985,93752,0,0,151260,49172,38344,40960,247120,0,147726,0,89539,14094,0,0,59908,0,34195,0,19218,0,0,0,0,14574,355373,184076,47012,23582,101649,82366,156632,34992,29877,0,50631,94301,81207,50161,226743,0,0,0,0,15703,0,0,11089,0,12396,20759,33952,17875,121043,26912,74910,13587,334429,112835,0,0,71326,14282,0,0,46899,0,16276,41286,30231,11618,15877,63718,0,0,0,59773,20804,0,0,0,0,0,47826,0,24145,0,0,35016,124408,47743,120314,0,28390,0,0,0,248389,0,91245,0,27205,30437,0,0,0,16265,15345,12758,17551,32058,130512,0,15686,0,269403,232199,19667,27620,15902,45678,53341,25424,45912,34672,0,20361,0,0,418011,0,47993,0,45355,0,51037,0,0,36309,14092,34801,380382,0,0,41000,96016,56491,0,40276,75998,63719,680304,59209,0,39464,49399,73766,178141,402735,115186,0,52931,29814,116369
ERR4336989bin.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,0,0,0,7931,0,0,0,0,0,0,0,0,0,0,6274,0,0,0,11525,0,0,0,49829,0,0,0,0,0,0,0,4869,5912,0,0,48471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,0,0,0,0,0,0,3245,0,0,0,0,0,0,0,0,0,0,0,0,11018,0,0,0,0
ERR4836926_bin.106,0,407415,47829,0,0,47563,58305,0,0,0,16321,57023,253547,116270,0,178545,0,21951,190844,30813,0,522352,0,416453,0,647848,1268856,342329,254507,184961,175648,0,19261,429747,114292,127589,141912,334118,24132,29783,183593,38871,24893,325405,91251,1199302,37777,0,139802,86203,324681,51118,99280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53592,0,0,0,28092,14364,20220,0,0,59964,110606,0,13788,30418,10667,0,23832,150131,26408,317291,88916,216427,0,33467,81058,0,117263,0,222507,38415,11853,298382,66312,0,0,196424,41980,0,13208,14984,17076,17081,0,20922,55536,59973,0,12841,35559,0,0,0,0,0,91352,0,16966,0,19297,0,23841,64013,37399,46014,0,0,33443,2298784,19268,0,0,15912,100109,32579,91520,18855,186262,0,0,0,17458,0,28642,296182,68494,108683,35522,11215,35471,0,0,99503,0,27896,170827,21347,140744,87192,85581,207671,490596,99400,0,0,0,0,0,0,0,0,0,15213,0,65431,0,0,85951,130361,16694,12860,13491,15646,100564,224507,0,56147,18649,0,40367,0,51111,103012,16277,213619,0,48701,124350,93029,125559,26183,65881,21308,0,35153,370428,30975,83473,98509,0,0,15870,45842,0,249003,284153,89880,0,57765,0,72443,324661,65205,0,159570,0,623134,561181,236960,187411,44025,103549,119046,0,39547
ERR4836926_bin.107,0,0,0,0,0,0,9250,19812,0,0,0,0,0,0,0,0,0,0,0,20559,56496,0,9683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48791,0,0,0,12056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68712,0,0,0,0,0,0,22633,0,0,0,0,0,18038,0,0,0,0,0,9748,0,20843,0,0,0,0,0,0,0,0,0,0,0,0,21479,0,0,24173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452745,0,0,0,0,0,0,0,0,0,0,0,0,0,16207,0,0,0,0,0,0,0,0,0,0,0,20103,0,29781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39495,0,0,0,0,0,0,0,0,0,0,0,0,304076,42491,0,0,0,0,0,13959,35854,0,29774,0,0
ERR4836926_bin.83,11076,0,0,0,0,0,21757,104868,61181,0,0,0,0,231479,19980,0,45747,0,0,93030,64464,0,0,0,0,0,0,0,111071,0,0,0,82108,0,0,0,44199,0,0,0,0,0,0,290488,0,0,1121464,160281,0,0,0,189324,0,27414,56766,295688,0,0,0,0,0,0,0,0,0,0,0,0,17244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346259,56244,0,0,0,0,93321,0,0,0,0,0,0,0,64130,0,0,0,0,0,0,0,925019,0,0,0,76682,522995,0,0,52096,19144,0,15719,23860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557465,0,15195,0,0,0,0,0,0,0,0,31961,382726,0,106612,49683,0,0,0,0,10456,0,169241,0,0,0,11784,0,0,0,0,77711,0,0,0,0,328479,0,0,0,0,0,25708,0,141206,0,0,0,11255,0,0,14480,0,0,0,0,0,70801,0,0,0,0,56046,0,0,0,0,60516,0,0,0,0,111737,0,31992,0,0,0,20498,0,0,0,31941,148919,0,0,0,0,621670,15828,0,27603,0,0,0,151785,0,82613,0,0,0,0,166307,0,148881,695806,156615
ERR4303201bin.49,0,10759,0,0,0,0,0,0,0,0,0,0,79543,0,0,14952,0,0,0,0,14851,0,0,10824,0,49930,0,0,69479,0,0,92384,0,0,14794,128498,0,0,0,0,0,0,32036,33502,0,0,0,0,0,0,40376,0,0,0,0,28330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23078,0,0,0,0,0,0,0,47761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9551,0,0,31310,0,0,0,10025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4303201bin.48,0,0,0,0,0,0,0,0,0,0,0,0,35262,35993,0,0,0,0,0,0,0,0,0,0,0,0,73567,0,52418,0,0,0,0,0,0,919337,0,0,0,0,0,0,122554,89480,61622,0,0,0,0,0,0,60618,75052,54381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14612,52985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34975,0,0,0,0,0,87282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42838,0,0,0,0,0,0,0,0,0,0,0,0,0,44177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31403,0,0,0,0,77359,0,0,0,0,0,0,0,0,186510,0,0,0,0,0,0,0,0,0,125669,0,0,52310,0,0,0,0,0
ERR4303202bin.39,7934,0,13717,45419,0,0,0,5062,0,0,0,0,0,8972,0,0,0,0,0,3369,5713,0,0,0,0,0,0,0,35422,0,0,7402,30484,0,0,0,278633,0,0,0,0,0,0,0,0,0,0,29645,205979,0,0,0,0,4404,0,47362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10316,0,8481,0,0,5839,9518,0,0,0,7680,0,0,0,8684,0,0,0,0,0,0,0,30562,21342,0,0,13403,94722,0,0,0,0,0,17263,17821,0,0,0,5721,0,0,0,0,0,0,0,0,5729,16194,0,8253,0,11126,0,0,0,0,44915,0,0,0,0,11663,7775,13851,0,7897,0,0,0,0,36813,2995,0,8617,0,0,0,0,0,0,0,0,18711,0,0,0,76444,0,0,0,0,0,0,7882,0,10516,0,0,0,0,0,0,10020,0,48241,0,0,0,17501,11250,0,0,6896,0,0,0,0,0,16902,0,0,0,0,28171,0,7628,0,0,0,0,0,0,0,48846,0,0,0,0,0,11816,7688,0,23360,42318,0,151879,7007,0,0,0,23873,0,4271,7009,0,0,0,0
ERR4303202bin.36,22598,0,35658,185700,0,0,119111,83688,45187,0,0,0,0,99720,0,450546,77706,284118,0,226544,118991,0,409716,0,0,0,626576,0,0,1222297,84774,0,285607,265283,0,313684,2574792,239861,0,0,237786,3648666,0,0,0,474911,282516,0,0,512666,0,373833,283302,0,191968,338735,0,0,0,0,0,0,0,0,0,0,0,0,0,57102,0,0,0,0,0,28778,259631,0,0,0,0,122722,0,0,0,0,0,0,0,0,0,73751,0,0,27479,130898,128300,0,36896,76107,0,0,39726,0,244466,183511,567481,0,0,0,0,71452,0,0,57877,0,0,64992,94997,0,0,0,0,33893,0,0,0,52739,0,0,0,123391,297338,0,0,48789,140697,36485,23301,64581,186715,0,0,317054,100541,0,108231,0,521037,0,35368,0,0,0,0,0,0,0,0,0,0,0,51504,0,199337,231871,0,55211,0,185720,90656,202362,53253,0,0,14641,32986,0,0,43032,0,0,0,0,0,0,19387,21649,0,0,0,0,0,0,0,0,62265,0,523896,0,0,0,0,0,0,0,0,0,0,0,0,0,53899,0,0,0,324895,118791,54906,0,0,0,122530,121111,0,0,439218,0,206324,0,216863,0,183094,255575,752340,127128,499295,59062,0,0,0,0,217519
ERR4836953_bin.26,23751,111188,71382,53772,248511,89168,147126,448438,274106,0,250558,157776,229032,341111,70741,210310,74058,54196,617014,283896,523419,212786,141258,490523,141349,158561,85089,546271,806108,490659,250698,186346,92614,601426,290025,371345,204838,337987,285642,419148,413296,244311,1028664,224407,467135,844281,654910,223778,578718,316053,1509370,454442,958023,82671,442732,546287,0,0,0,0,0,0,0,0,0,0,0,0,17455,30871,0,156553,48894,23965,30223,38901,58868,34226,49027,78133,0,118977,49761,114528,138764,97071,67653,66069,60547,124099,60749,41503,123785,197247,116803,0,83597,90225,197891,123206,64521,95341,33585,72953,336776,88141,196561,85086,59848,76289,68769,414870,61555,81644,204224,160060,102439,222515,166391,0,0,0,20721,17350,0,172890,19216,25727,37348,44970,28825,35035,31871,126415,105166,26659,496539,51834,91728,127090,68303,78682,417827,65272,142685,0,57858,89300,64329,37256,88697,76121,98397,160746,276430,121684,56327,119225,88378,0,1313361,0,79869,136590,163936,77591,196179,296594,330296,290059,156404,251096,113927,0,14866,13536,52773,16996,23681,17003,20614,30794,48400,0,41955,45575,0,21101,63817,29853,80386,0,51611,41696,237850,103177,55603,63699,44500,46148,82687,58603,93492,64150,970247,65350,0,183037,119493,147938,160567,239114,539186,67823,146125,112155,331431,125495,87049,258253,986860,102838,222232,199813,310601,193050,315254,117964,117555,244839,582857,462818,264099,167807,1011237,220802,189571,125847,333570,139257,279679,428964,409898
